No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
849,KCNH5,27133,1,63,1.587301587
850,KCNH8,131096,1,122,0.819672131
851,KCNJ1,3758,1,63,1.587301587
852,KCNJ10,3766,1,63,1.587301587
853,KCNJ12,3768,2,63,3.174603175
854,KCNJ16,3773,1,63,1.587301587
855,KCNJ2,3759,1,63,1.587301587
856,KCNK10,54207,1,63,1.587301587
857,KCNT1,57582,1,63,1.587301587
858,KCNV1,27012,1,63,1.587301587
859,KCTD3,51133,2,63,3.174603175
860,KCTD4,386618,1,63,1.587301587
861,KCTD9,54793,1,63,1.587301587
862,KDM1A,23028,1,63,1.587301587
863,KDM1B,221656,1,63,1.587301587
864,KDM2A,22992,1,122,0.819672131
865,KDM4B,23030,2,63,3.174603175
866,KDM6A,7403,2,63,3.174603175
867,KDR,3791,1,122,0.819672131
868,KERA,11081,1,63,1.587301587
869,KHDC1L,100129128,1,63,1.587301587
870,KIAA0196,9897,1,63,1.587301587
871,KIAA0240,23506,1,63,1.587301587
872,KIAA0368,23392,1,63,1.587301587
873,KIAA0430,9665,1,63,1.587301587
874,KIAA0556,23247,2,63,3.174603175
875,KIAA0649,9858,1,63,1.587301587
876,KIAA0664,23277,1,63,1.587301587
877,KIAA1109,84162,1,63,1.587301587
878,KIAA1199,57214,1,63,1.587301587
879,KIAA1217,56243,1,63,1.587301587
880,KIAA1324,57535,1,63,1.587301587
881,KIAA1324L,222223,1,63,1.587301587
882,KIAA1377,57562,1,63,1.587301587
883,KIAA1409,57578,1,63,1.587301587
884,KIAA1429,25962,1,63,1.587301587
885,KIAA1468,57614,1,63,1.587301587
886,KIAA1683,80726,1,63,1.587301587
887,KIAA1755,85449,1,63,1.587301587
888,KIAA2018,205717,3,63,4.761904762
889,KIF21A,55605,1,63,1.587301587
890,KIF27,55582,1,122,0.819672131
891,KIF2B,84643,1,63,1.587301587
892,KIF3C,3797,2,63,3.174603175
893,KIF4A,24137,1,63,1.587301587
894,KIF5A,3798,1,63,1.587301587
895,KIR2DL1,3802,1,63,1.587301587
896,KIR3DL2,3812,1,63,1.587301587
897,KL,9365,1,63,1.587301587
898,KLF13,51621,1,63,1.587301587
899,KLF6,1316,1,122,0.819672131
900,KLHL1,57626,1,63,1.587301587
901,KLHL12,59349,1,122,0.819672131
902,KLHL13,90293,1,63,1.587301587
903,KLHL14,57565,1,63,1.587301587
904,KLHL3,26249,1,63,1.587301587
905,KLHL32,114792,1,63,1.587301587
906,KLHL38,340359,1,63,1.587301587
907,KLK11,11012,1,63,1.587301587
908,KMO,8564,1,63,1.587301587
909,KMT2A,4297,1,122,0.819672131
910,KMT2C,58508,2,63,3.174603175
911,KMT2D,8085,1,63,1.587301587
912,KNTC1,9735,1,63,1.587301587
913,KRAS,3845,4,429,0.932400932
914,KRT24,192666,1,63,1.587301587
915,KRT28,162605,1,63,1.587301587
916,KRT31,3881,1,63,1.587301587
917,KRT34,3885,1,63,1.587301587
918,KRT36,8689,1,63,1.587301587
919,KRT6B,3854,1,63,1.587301587
920,KRT9,3857,1,63,1.587301587
921,KRTAP6-1,337966,1,63,1.587301587
922,KRTAP9-3,83900,1,63,1.587301587
923,KRTAP9-4,85280,1,63,1.587301587
924,KSR2,283455,1,122,0.819672131
925,KTN1,3895,1,63,1.587301587
926,LAMA1,284217,1,63,1.587301587
927,LAMA2,3908,3,63,4.761904762
928,LAMA4,3910,2,63,3.174603175
929,LAMB1,3912,1,63,1.587301587
930,LAMB3,3914,1,63,1.587301587
931,LAMB4,22798,1,63,1.587301587
932,LAMC1,3915,2,63,3.174603175
933,LAMC2,3918,1,63,1.587301587
934,LAMP3,27074,1,63,1.587301587
935,LAMTOR2,28956,1,122,0.819672131
936,LANCL2,55915,1,63,1.587301587
937,LARGE,9215,1,63,1.587301587
938,LARP4B,23185,1,63,1.587301587
939,LATS1,9113,1,63,1.587301587
940,LATS2,26524,1,122,0.819672131
941,LCP1,3936,1,122,0.819672131
942,LCT,3938,1,63,1.587301587
943,LDLR,3949,1,63,1.587301587
944,LGALS3BP,3959,1,63,1.587301587
945,LHCGR,3973,1,122,0.819672131
946,LHFP,10186,1,122,0.819672131
947,LILRA1,11024,1,63,1.587301587
948,LILRA5,353514,1,63,1.587301587
949,LILRB2,10288,1,63,1.587301587
950,LIMS1,3987,1,122,0.819672131
951,LIN7A,8825,1,63,1.587301587
952,LIN9,286826,1,63,1.587301587
953,LINGO2,158038,1,63,1.587301587
954,LMAN2L,81562,1,63,1.587301587
955,LMTK2,22853,1,122,0.819672131
956,LOC342541,342541,1,63,1.587301587
957,LOC389901,389901,2,63,3.174603175
958,LOC652153,652153,1,63,1.587301587
959,LONP1,9361,1,63,1.587301587
960,LONRF2,164832,1,63,1.587301587
961,LPAR4,2846,2,63,3.174603175
962,LPHN2,23266,4,122,3.278688525
963,LPIN2,9663,1,63,1.587301587
964,LPL,4023,1,63,1.587301587
965,LPO,4025,1,63,1.587301587
966,LPP,4026,1,122,0.819672131
967,LPPR2,64748,1,63,1.587301587
968,LRBA,987,1,63,1.587301587
969,LRP1,4035,3,122,2.459016393
970,LRP1B,53353,1,63,1.587301587
971,LRP2,4036,3,63,4.761904762
972,LRP4,4038,1,63,1.587301587
973,LRP5,4041,1,122,0.819672131
974,LRP6,4040,2,122,1.639344262
975,LRPPRC,10128,1,63,1.587301587
976,LRRC16A,55604,1,63,1.587301587
977,LRRC17,10234,1,63,1.587301587
978,LRRC37A3,374819,1,63,1.587301587
979,LRRC40,55631,1,63,1.587301587
980,LRRC42,115353,1,63,1.587301587
981,LRRC57,255252,1,63,1.587301587
982,LRRC6,23639,1,63,1.587301587
983,LRRC67,286187,1,63,1.587301587
984,LRRK2,120892,1,63,1.587301587
985,LRRN4,164312,1,63,1.587301587
986,LSM14A,26065,1,63,1.587301587
987,LTBP1,4052,1,63,1.587301587
988,LTBP3,4054,1,63,1.587301587
989,LTF,4057,1,63,1.587301587
990,LUZP1,7798,1,63,1.587301587
991,LY9,4063,1,63,1.587301587
992,LYSMD4,145748,1,63,1.587301587
993,LYST,1130,2,63,3.174603175
994,MAB21L1,4081,1,63,1.587301587
995,MAB21L3,126868,1,63,1.587301587
996,MACF1,23499,2,63,3.174603175
997,MAD2L1BP,9587,1,63,1.587301587
998,MADD,8567,1,63,1.587301587
999,MAGEA6,4105,1,63,1.587301587
1000,MAGEF1,64110,1,63,1.587301587
1001,MAGOHB,55110,1,63,1.587301587
1002,MAMLD1,10046,1,63,1.587301587
1003,MAN2A2,4122,2,63,3.174603175
1004,MAN2B1,4125,1,63,1.587301587
1005,MANSC1,54682,1,63,1.587301587
1006,MAP1B,4131,1,63,1.587301587
1007,MAP1S,55201,1,63,1.587301587
1008,MAP3K3,4215,1,122,0.819672131
1009,MAP3K6,9064,1,122,0.819672131
1010,MAP3K8,1326,3,122,2.459016393
1011,MAP4K2,5871,1,63,1.587301587
1012,MAP9,79884,1,63,1.587301587
1013,Mar-03,115123,1,122,0.819672131
1014,MARS,4141,1,63,1.587301587
1015,MARVELD2,153562,1,63,1.587301587
1016,MASP1,5648,2,63,3.174603175
1017,MAST2,23139,1,63,1.587301587
1018,MASTL,84930,1,63,1.587301587
1019,MAVS,57506,2,63,3.174603175
1020,MBD1,4156,2,63,3.174603175
1021,MBD2,8932,1,63,1.587301587
1022,MBD5,55777,1,63,1.587301587
1023,MBIP,51562,1,122,0.819672131
1024,MBTPS1,8720,1,63,1.587301587
1025,MC3R,4159,1,122,0.819672131
1026,MCF2L,23263,1,63,1.587301587
1027,MCM3AP,8888,1,63,1.587301587
1028,MCM6,4175,1,63,1.587301587
1029,MCRS1,10445,1,63,1.587301587
1030,MCTS1,28985,1,63,1.587301587
1031,MDGA2,161357,1,63,1.587301587
1032,MDN1,23195,4,63,6.349206349
1033,ME2,4200,1,63,1.587301587
1034,MECOM,2122,1,122,0.819672131
1035,MECP2,4204,1,63,1.587301587
1036,MED1,5469,1,122,0.819672131
1037,MED12,9968,2,63,3.174603175
1038,MED12L,116931,1,122,0.819672131
1039,MED13,9969,1,63,1.587301587
1040,MEF2B,100271849,1,63,1.587301587
1041,MEF2BNB-MEF2B,4207,1,122,0.819672131
1042,MEFV,4210,2,63,3.174603175
1043,MEIS2,4212,1,63,1.587301587
1044,MEP1A,4224,1,63,1.587301587
1045,MET,4233,2,230,0.869565217
1046,METTL2A,339175,1,63,1.587301587
1047,METTL8,79828,1,63,1.587301587
1048,MFAP1,4236,1,63,1.587301587
1049,MFF,56947,2,63,3.174603175
1050,MFSD1,64747,1,63,1.587301587
1051,MFSD5,84975,1,63,1.587301587
1052,MGAT5B,146664,1,63,1.587301587
1053,MICALCL,84953,1,63,1.587301587
1054,MID2,11043,1,63,1.587301587
1055,MIER1,57708,1,63,1.587301587
1056,MIOS,54468,1,63,1.587301587
1057,MKI67,4288,1,63,1.587301587
1058,MKL1,57591,1,122,0.819672131
1059,MKL2,57496,1,63,1.587301587
1060,MLH3,27030,1,63,1.587301587
1061,MLLT4,4301,1,122,0.819672131
1062,MMP13,4322,1,63,1.587301587
1063,MMP2,4313,1,122,0.819672131
1064,MMP27,64066,1,63,1.587301587
1065,MMP8,4317,1,63,1.587301587
1066,MMP9,4318,1,63,1.587301587
1067,MN1,4330,1,122,0.819672131
1068,MNS1,55329,1,63,1.587301587
1069,MOBKL2A,126308,1,63,1.587301587
1070,MON1B,22879,1,63,1.587301587
1071,MORC1,27136,1,63,1.587301587
1072,MORC2,22880,1,63,1.587301587
1073,MORF4L1,10933,1,63,1.587301587
1074,MORF4L2,9643,1,63,1.587301587
1075,MOV10L1,54456,1,63,1.587301587
1076,MPHOSPH8,54737,1,63,1.587301587
1077,MPND,84954,1,122,0.819672131
1078,MPO,4353,1,63,1.587301587
1079,MPP2,4355,1,63,1.587301587
1080,MPP7,143098,1,63,1.587301587
1081,MPRIP,23164,1,63,1.587301587
1082,MPZL1,9019,1,63,1.587301587
1083,MRAP2,112609,1,63,1.587301587
1084,MRI1,84245,1,63,1.587301587
1085,MRPL14,64928,1,63,1.587301587
1086,MRPL44,65080,1,63,1.587301587
1087,MS4A4A,51338,1,63,1.587301587
1088,MSH6,2956,3,137,2.189781022
1089,MSL2,55167,1,63,1.587301587
1090,MSL3,10943,1,63,1.587301587
1091,MSLNL,401827,1,63,1.587301587
1092,MSN,4478,1,122,0.819672131
1093,MSTO1,55154,1,63,1.587301587
1094,MTDH,92140,1,63,1.587301587
1095,MTIF2,4528,1,63,1.587301587
1096,MTMR12,54545,1,63,1.587301587
1097,MTNR1A,4543,1,122,0.819672131
1098,MTOR,2475,2,122,1.639344262
1099,MTPAP,55149,1,63,1.587301587
1100,MTSS1,9788,1,63,1.587301587
1101,MTX1,4580,1,63,1.587301587
1102,MTX2,10651,1,63,1.587301587
1103,MUC16,94025,3,122,2.459016393
1104,MUC17,140453,2,63,3.174603175
1105,MUC4,4585,1,63,1.587301587
1106,MXRA5,25878,1,63,1.587301587
1107,MYBL1,4603,1,63,1.587301587
1108,MYBPC1,4604,1,63,1.587301587
1109,MYCBP2,23077,3,63,4.761904762
1110,MYH11,4629,2,122,1.639344262
1111,MYH2,4620,2,63,3.174603175
1112,MYH3,4621,2,63,3.174603175
1113,MYH4,4622,1,63,1.587301587
1114,MYH6,4624,1,63,1.587301587
1115,MYH7,4625,1,63,1.587301587
1116,MYH8,4626,1,63,1.587301587
1117,MYH9,4627,1,63,1.587301587
1118,MYL1,4632,1,63,1.587301587
1119,MYL3,4634,1,63,1.587301587
1120,MYO15A,51168,1,63,1.587301587
1121,MYO1A,4640,1,63,1.587301587
1122,MYO3A,53904,6,63,9.523809524
1123,MYO5A,4644,2,63,3.174603175
1124,MYO5B,4645,2,63,3.174603175
1125,MYO9A,4649,1,63,1.587301587
1126,MYOC,4653,1,63,1.587301587
1127,MYOM2,9172,1,63,1.587301587
1128,MYST3,7994,1,63,1.587301587
1129,MZF1,7593,1,63,1.587301587
1130,MZT2A,653784,1,63,1.587301587
1131,N4BP3,23138,1,63,1.587301587
1132,N6AMT1,29104,1,63,1.587301587
1133,NALCN,259232,3,63,4.761904762
1134,NAT8,9027,1,63,1.587301587
1135,NAV2,89797,1,63,1.587301587
1136,NBEAL1,65065,1,63,1.587301587
1137,NCAM2,4685,1,63,1.587301587
1138,NCAPD2,9918,1,122,0.819672131
1139,NCDN,23154,1,63,1.587301587
1140,NCL,4691,1,63,1.587301587
1141,NCOA1,8648,1,63,1.587301587
1142,NCOA4,8031,1,63,1.587301587
1143,NCOR1,9611,1,63,1.587301587
1144,NCOR2,9612,2,63,3.174603175
1145,NCR2,9436,1,63,1.587301587
1146,NDRG2,57447,1,63,1.587301587
1147,NDST1,3340,1,63,1.587301587
1148,NDUFS2,4720,1,63,1.587301587
1149,NEBL,10529,1,63,1.587301587
1150,NEDD1,121441,1,63,1.587301587
1151,NEK2,4751,2,122,1.639344262
1152,NEK5,341676,1,63,1.587301587
1153,NELL1,4745,3,63,4.761904762
1154,NELL2,4753,1,63,1.587301587
1155,NEO1,4756,1,63,1.587301587
1156,NET1,10276,1,63,1.587301587
1157,NETO1,81832,1,63,1.587301587
1158,NEUROD4,58158,1,63,1.587301587
1159,NEXN,91624,1,63,1.587301587
1160,NFKBIA,4792,1,135,0.740740741
1161,NFKBIL1,4795,1,63,1.587301587
1162,NFYC,4802,1,63,1.587301587
1163,NHS,4810,2,63,3.174603175
1164,NHSL2,340527,1,63,1.587301587
1165,NID2,22795,1,63,1.587301587
1166,NIPBL,25836,1,63,1.587301587
1167,NIT2,56954,1,63,1.587301587
1168,NKAIN1,79570,1,63,1.587301587
1169,NKIRAS1,28512,1,122,0.819672131
1170,NKRF,55922,1,63,1.587301587
1171,NLRP11,204801,1,63,1.587301587
1172,NLRP14,338323,1,63,1.587301587
1173,NMBR,4829,1,122,0.819672131
1174,NMS,129521,1,63,1.587301587
1175,NMUR2,56923,1,122,0.819672131
1176,NOB1,28987,1,63,1.587301587
1177,NOP56,10528,1,63,1.587301587
1178,NOS1,4842,1,63,1.587301587
1179,NOTCH1,4851,3,135,2.222222222
1180,NOTCH4,4855,2,122,1.639344262
1181,NP_001073948_1,64283,1,63,1.587301587
1182,NPAS3,64067,1,63,1.587301587
1183,NPC1L1,29881,1,63,1.587301587
1184,NPL,80896,1,63,1.587301587
1185,NPR2,4882,1,63,1.587301587
1186,NPRL2,10641,1,63,1.587301587
1187,NPTN,27020,1,63,1.587301587
1188,NPY2R,4887,1,122,0.819672131
1189,NR3C1,2908,3,63,4.761904762
1190,NRAS,4893,4,283,1.413427562
1191,NRCAM,4897,1,63,1.587301587
1192,NRG3,10718,1,63,1.587301587
1193,NRK,203447,1,63,1.587301587
1194,NRN1L,123904,1,63,1.587301587
1195,NRP1,8829,1,122,0.819672131
1196,NRXN3,9369,1,63,1.587301587
1197,NSD1,64324,1,63,1.587301587
1198,NSFL1C,55968,1,63,1.587301587
1199,NT5C1A,84618,1,63,1.587301587
1200,NTHL1,4913,1,63,1.587301587
1201,NTM,50863,1,63,1.587301587
1202,NTNG1,22854,1,63,1.587301587
1203,NTRK3,4916,1,63,1.587301587
1204,NUAK2,81788,1,63,1.587301587
1205,NUDT7,283927,1,63,1.587301587
1206,NUMB,8650,1,122,0.819672131
1207,NUMBL,9253,1,122,0.819672131
1208,NUP107,57122,1,63,1.587301587
1209,NUP153,9972,1,122,0.819672131
1210,NUP160,23279,1,63,1.587301587
1211,NUP210,23225,1,63,1.587301587
1212,NUPL2,11097,1,63,1.587301587
1213,NVL,4931,1,63,1.587301587
1214,NXF5,55998,1,63,1.587301587
1215,ODAM,54959,1,63,1.587301587
1216,OGDH,4967,1,63,1.587301587
1217,OGFRL1,79627,1,63,1.587301587
1218,OGG1,4968,1,63,1.587301587
1219,OGT,8473,1,63,1.587301587
1220,OLIG2,10215,1,63,1.587301587
1221,OMA1,115209,1,63,1.587301587
1222,OR14I1,401994,1,63,1.587301587
1223,OR1N2,138882,1,63,1.587301587
1224,OR4Q3,441669,3,63,4.761904762
1225,OR6K3,391114,1,63,1.587301587
1226,OR9G1,390174,1,63,1.587301587
1227,ORAI2,80228,1,63,1.587301587
1228,OSBPL3,26031,1,63,1.587301587
1229,OSBPL8,114882,1,63,1.587301587
1230,OSBPL9,114883,1,63,1.587301587
1231,OSGIN2,734,1,63,1.587301587
1232,OSR1,130497,1,63,1.587301587
1233,OSTCL,202459,1,63,1.587301587
1234,OTOP2,92736,1,63,1.587301587
1235,OTOP3,347741,1,63,1.587301587
1236,OTUD3,23252,1,63,1.587301587
1237,OVCH1,341350,1,63,1.587301587
1238,OVGP1,5016,1,63,1.587301587
1239,OXR1,55074,1,63,1.587301587
1240,P2RX4,5025,1,63,1.587301587
1241,P2RY10,27334,1,122,0.819672131
1242,P4HA2,8974,1,63,1.587301587
1243,PABPC1L,80336,1,63,1.587301587
1244,PAK6,56924,1,122,0.819672131
1245,PALLD,23022,2,63,3.174603175
1246,PAN2,9924,1,122,0.819672131
1247,PAPPA2,60676,1,63,1.587301587
1248,PAQR7,164091,3,63,4.761904762
1249,PARD3,56288,1,63,1.587301587
1250,PARP4,143,1,63,1.587301587
1251,PARVA,55742,3,63,4.761904762
1252,PASD1,139135,1,63,1.587301587
1253,PAX7,5081,2,122,1.639344262
1254,PCCA,5095,1,63,1.587301587
1255,PCDH10,57575,1,63,1.587301587
1256,PCDH15,65217,1,63,1.587301587
1257,PCDH17,27253,1,63,1.587301587
1258,PCDH18,54510,1,63,1.587301587
1259,PCDHA1,56147,1,63,1.587301587
1260,PCDHA10,56139,1,63,1.587301587
1261,PCDHA13,56136,1,63,1.587301587
1262,PCDHA2,56146,1,63,1.587301587
1263,PCDHA4,56144,1,63,1.587301587
1264,PCDHA5,56143,1,63,1.587301587
1265,PCDHA6,56142,1,63,1.587301587
1266,PCDHA8,56140,1,63,1.587301587
1267,PCDHB7,56129,1,63,1.587301587
1268,PCID2,55795,1,63,1.587301587
1269,PCLO,27445,1,63,1.587301587
1270,PCNX,22990,1,63,1.587301587
1271,PCSK9,255738,1,63,1.587301587
1272,PDCD2L,84306,1,63,1.587301587
1273,PDCD4,27250,1,63,1.587301587
1274,PDE11A,50940,1,63,1.587301587
1275,PDE4A,5141,1,122,0.819672131
1276,PDE4B,5142,1,63,1.587301587
1277,PDE4DIP,9659,1,122,0.819672131
1278,PDE5A,8654,2,63,3.174603175
1279,PDE7B,27115,1,63,1.587301587
1280,PDE9A,5152,1,63,1.587301587
1281,PDGFRB,5159,1,122,0.819672131
1282,PDILT,204474,1,63,1.587301587
1283,PDP1,54704,1,63,1.587301587
1284,PDSS2,57107,1,63,1.587301587
1285,PDZD2,23037,1,63,1.587301587
1286,PDZD9,255762,1,63,1.587301587
1287,PDZRN4,29951,1,63,1.587301587
1288,PER2,8864,1,63,1.587301587
1289,PER3,8863,2,63,3.174603175
1290,PES1,23481,1,63,1.587301587
1291,PFKFB4,5210,1,63,1.587301587
1292,PGAP1,80055,1,63,1.587301587
1293,PGM1,5236,2,63,3.174603175
1294,PGM3,5238,1,63,1.587301587
1295,PHACTR4,65979,1,63,1.587301587
1296,PHC1B,653441,1,63,1.587301587
1297,PHF17,79960,1,63,1.587301587
1298,PHF3,23469,1,63,1.587301587
1299,PHF7,51533,1,63,1.587301587
1300,PHGDH,26227,1,63,1.587301587
1301,PHKB,5257,1,63,1.587301587
1302,PHLDB1,23187,1,63,1.587301587
1303,PHLDB2,90102,1,63,1.587301587
1304,PIBF1,10464,1,63,1.587301587
1305,PID1,55022,3,63,4.761904762
1306,PIK3C2B,5287,1,122,0.819672131
1307,PIK3CA,5290,56,382,14.65968586
1308,PIK3CG,5294,2,122,1.639344262
1309,PIK3R1,5295,4,135,2.962962963
1310,PIK3R5,23533,1,122,0.819672131
1311,PITRM1,10531,1,63,1.587301587
1312,PJA1,64219,1,63,1.587301587
1313,PKD1,5310,1,63,1.587301587
1314,PKD1L1,168507,3,63,4.761904762
1315,PKHD1,5314,2,122,1.639344262
1316,PKHD1L1,93035,1,63,1.587301587
1317,PKP1,5317,1,63,1.587301587
1318,PKP3,11187,1,63,1.587301587
1319,PLA2G2C,391013,1,63,1.587301587
1320,PLA2G2E,30814,1,63,1.587301587
1321,PLA2G4D,283748,1,63,1.587301587
1322,PLAG1,5324,2,63,3.174603175
1323,PLAGL2,5326,1,63,1.587301587
1324,PLCB3,5331,1,63,1.587301587
1325,PLCE1,51196,2,63,3.174603175
1326,PLCL1,5334,1,63,1.587301587
1327,PLD1,5337,1,122,0.819672131
1328,PLEC,5339,1,63,1.587301587
1329,PLEKHA6,22874,1,63,1.587301587
1330,PLEKHG1,57480,1,63,1.587301587
1331,PLEKHG5,57449,1,63,1.587301587
1332,PLEKHG7,440107,1,63,1.587301587
1333,PLEKHM3,389072,1,63,1.587301587
1334,PLIN2,123,1,63,1.587301587
1335,PLXNA2,5362,1,63,1.587301587
1336,PLXNA4,91584,1,63,1.587301587
1337,PLXNB1,5364,1,63,1.587301587
1338,PLXNB2,23654,1,63,1.587301587
1339,PLXND1,23129,1,63,1.587301587
1340,PML,5371,1,122,0.819672131
1341,PMS2,5395,1,122,0.819672131
1342,PNLIPRP3,119548,1,63,1.587301587
1343,PNMA5,114824,1,63,1.587301587
1344,PNPLA7,375775,1,63,1.587301587
1345,POLQ,10721,1,122,0.819672131
1346,POLR1A,25885,2,63,3.174603175
1347,POLR1B,84172,1,63,1.587301587
1348,POLR3H,171568,1,63,1.587301587
1349,PON2,5445,1,63,1.587301587
1350,POP4,10775,1,63,1.587301587
1351,PORCN,64840,1,63,1.587301587
1352,POT1,25913,1,63,1.587301587
1353,POTEF,728378,1,63,1.587301587
1354,PPAPDC3,84814,1,63,1.587301587
1355,PPEF1,5475,1,63,1.587301587
1356,PPFIBP2,8495,1,63,1.587301587
1357,PPIG,9360,1,63,1.587301587
1358,PPM1J,333926,1,122,0.819672131
1359,PPP1R14D,54866,1,122,0.819672131
1360,PPP1R15B,84919,1,63,1.587301587
