No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
175,BRD7,29117,1,63,1.587301587
176,BRD8,10902,1,63,1.587301587
177,BRD9,65980,1,63,1.587301587
178,BRWD3,254065,2,63,3.174603175
179,BSN,8927,1,63,1.587301587
180,BTBD11,121551,1,63,1.587301587
181,BTBD16,118663,1,63,1.587301587
182,BTBD7,55727,1,63,1.587301587
183,BTK,695,1,122,0.819672131
184,BTNL8,79908,1,63,1.587301587
185,BUB1,699,1,122,0.819672131
186,C10orf18,54906,3,63,4.761904762
187,C10orf2,56652,1,63,1.587301587
188,C10orf6,55719,2,63,3.174603175
189,C11orf30,56946,2,63,3.174603175
190,C11orf63,79864,1,63,1.587301587
191,C11orf70,85016,1,63,1.587301587
192,C12orf48,55010,1,63,1.587301587
193,C12orf60,144608,1,63,1.587301587
194,C14orf37,145407,1,63,1.587301587
195,C14orf49,161176,1,63,1.587301587
196,C15orf39,56905,1,63,1.587301587
197,C15orf55,256646,1,63,1.587301587
198,C16orf54,283897,1,63,1.587301587
199,C16orf78,123970,1,63,1.587301587
200,C16orf91,283951,1,63,1.587301587
201,C16orf92,146378,1,63,1.587301587
202,C17orf47,284083,1,63,1.587301587
203,C17orf62,79415,1,63,1.587301587
204,C18orf19,125228,1,63,1.587301587
205,C19orf57,79173,1,63,1.587301587
206,C1orf101,257044,1,63,1.587301587
207,C1orf129,80133,1,63,1.587301587
208,C1orf187,374946,1,63,1.587301587
209,C1orf198,84886,1,63,1.587301587
210,C1orf87,127795,1,63,1.587301587
211,C1orf88,128344,1,63,1.587301587
212,C1QTNF3,114899,1,63,1.587301587
213,C20orf103,24141,1,63,1.587301587
214,C20orf185,359710,1,63,1.587301587
215,C20orf24,55969,1,63,1.587301587
216,C20orf29,55317,1,63,1.587301587
217,C20orf70,140683,1,63,1.587301587
218,C22orf42,150297,1,63,1.587301587
219,C2orf18,54978,1,63,1.587301587
220,C2orf70,339778,1,63,1.587301587
221,C3orf70,285382,1,63,1.587301587
222,C4orf14,84273,1,63,1.587301587
223,C5orf34,375444,1,63,1.587301587
224,C5orf45,51149,1,63,1.587301587
225,C5orf56,441108,1,63,1.587301587
226,C5orf64,285668,1,63,1.587301587
227,C6orf138,442213,1,63,1.587301587
228,C6orf170,221322,1,63,1.587301587
229,C6orf186,728464,1,63,1.587301587
230,C6orf221,154288,1,63,1.587301587
231,C6orf27,80737,1,63,1.587301587
232,C6orf97,80129,1,63,1.587301587
233,C7orf42,55069,1,63,1.587301587
234,C8B,732,1,63,1.587301587
235,C8orf34,116328,1,63,1.587301587
236,C9orf72,203228,1,63,1.587301587
237,C9orf93,203238,1,63,1.587301587
238,CABLES1,91768,1,122,0.819672131
239,CABS1,85438,1,63,1.587301587
240,CACHD1,57685,1,63,1.587301587
241,CACNA1S,779,1,63,1.587301587
242,CACNB2,783,1,63,1.587301587
243,CALM3,808,1,63,1.587301587
244,CAMK1D,57118,1,63,1.587301587
245,CAMK1G,57172,1,63,1.587301587
246,CAMKMT,79823,1,63,1.587301587
247,CAMSAP1L1,23271,1,63,1.587301587
248,CAMTA1,23261,1,63,1.587301587
249,CAPN2,824,1,122,0.819672131
250,CAPN5,726,1,63,1.587301587
251,CAPRIN2,65981,1,63,1.587301587
252,CARD6,84674,2,63,3.174603175
253,CASC1,55259,1,63,1.587301587
254,CASC5,57082,1,122,0.819672131
255,CASP10,843,1,63,1.587301587
256,CASP8,841,2,63,3.174603175
257,CASZ1,54897,1,63,1.587301587
258,CATSPER2,117155,1,63,1.587301587
259,CATSPERB,79820,1,63,1.587301587
260,CBL,867,1,122,0.819672131
261,CCBL2,56267,1,63,1.587301587
262,CCDC132,55610,1,63,1.587301587
263,CCDC136,64753,1,63,1.587301587
264,CCDC144B,284047,1,63,1.587301587
265,CCDC146,57639,2,63,3.174603175
266,CCDC18,343099,1,63,1.587301587
267,CCDC37,348807,1,63,1.587301587
268,CCDC38,120935,1,63,1.587301587
269,CCDC41,51134,1,63,1.587301587
270,CCDC6,8030,2,122,1.639344262
271,CCDC68,80323,1,63,1.587301587
272,CCDC8,83987,1,63,1.587301587
273,CCDC85A,114800,3,63,4.761904762
274,CCDC88A,55704,2,63,3.174603175
275,CCDC93,54520,1,63,1.587301587
276,CCDC99,54908,1,63,1.587301587
277,CCKBR,887,1,122,0.819672131
278,CCL17,6361,1,63,1.587301587
279,CCNC,892,1,63,1.587301587
280,CCND2,894,1,122,0.819672131
281,CCNDBP1,23582,1,63,1.587301587
282,CCNF,899,1,122,0.819672131
283,CCNJ,54619,1,63,1.587301587
284,CCNT1,904,1,63,1.587301587
285,CCS,9973,1,63,1.587301587
286,CCT7,10574,1,63,1.587301587
287,CCT8L2,150160,1,63,1.587301587
288,CD101,9398,1,63,1.587301587
289,CD109,135228,1,63,1.587301587
290,CD19,930,1,63,1.587301587
291,CD1B,910,1,63,1.587301587
292,CD1E,913,1,63,1.587301587
293,CD300A,11314,1,63,1.587301587
294,CD300E,342510,1,63,1.587301587
295,CD37,951,1,63,1.587301587
296,CD48,962,2,63,3.174603175
297,CD5L,922,1,63,1.587301587
298,CD86,942,1,63,1.587301587
299,CD97,976,1,122,0.819672131
300,CDC42BPA,8476,1,63,1.587301587
301,CDC45,8318,1,63,1.587301587
302,CDC6,990,1,122,0.819672131
303,CDH1,999,4,167,2.395209581
304,CDH10,1008,1,63,1.587301587
305,CDH2,1000,1,122,0.819672131
306,CDH8,1006,1,63,1.587301587
307,CDHR2,54825,2,63,3.174603175
308,CDK12,51755,1,122,0.819672131
309,CDK14,5218,1,63,1.587301587
310,CDK18,5129,1,63,1.587301587
311,CDK8,1024,1,63,1.587301587
312,CDKN1A,1026,1,122,0.819672131
313,CDKN2A,1029,9,150,6
314,CDYL2,124359,1,63,1.587301587
315,CEACAM1,634,1,63,1.587301587
316,CEACAM19,56971,1,63,1.587301587
317,CECR2,27443,1,63,1.587301587
318,CELF2,10659,1,63,1.587301587
319,CELSR1,9620,4,122,3.278688525
320,CENPF,1063,1,63,1.587301587
321,CENPI,2491,1,63,1.587301587
322,CENPT,80152,1,63,1.587301587
323,CEP152,22995,1,63,1.587301587
324,CEP192,55125,3,63,4.761904762
325,CEP85,64793,1,63,1.587301587
326,CEP89,84902,1,63,1.587301587
327,CFH,3075,1,122,0.819672131
328,CFL1,1072,1,63,1.587301587
329,CFTR,1080,1,63,1.587301587
330,CHD4,1108,1,63,1.587301587
331,CHD7,55636,1,63,1.587301587
332,CHDH,55349,1,63,1.587301587
333,CHFR,55743,1,63,1.587301587
334,CHGB,1114,4,63,6.349206349
335,CHN2,1124,1,63,1.587301587
336,CHPF2,54480,1,63,1.587301587
337,CHRM3,1131,1,63,1.587301587
338,CHRNA9,55584,3,63,4.761904762
339,CHST10,9486,1,63,1.587301587
340,CHST7,56548,3,63,4.761904762
341,CIDEC,63924,1,63,1.587301587
342,CILP,8483,2,63,3.174603175
343,CIRH1A,84916,1,63,1.587301587
344,CISH,1154,1,122,0.819672131
345,CIT,11113,1,63,1.587301587
346,CKAP2,26586,1,63,1.587301587
347,CLCA1,1179,2,63,3.174603175
348,CLCA4,22802,1,63,1.587301587
349,CLCN1,1180,1,63,1.587301587
350,CLCNKA,1187,1,63,1.587301587
351,CLDN16,10686,1,63,1.587301587
352,CLEC14A,161198,1,63,1.587301587
353,CLEC1B,51266,1,63,1.587301587
354,CLEC4C,170482,1,63,1.587301587
355,CLVS2,134829,1,63,1.587301587
356,CMTM1,113540,1,63,1.587301587
357,CNGB1,1258,1,63,1.587301587
358,CNKSR1,10256,1,122,0.819672131
359,CNKSR2,22866,1,122,0.819672131
360,CNTLN,54875,1,63,1.587301587
361,CNTNAP2,26047,1,63,1.587301587
362,CNTNAP3,79937,1,63,1.587301587
363,COG4,25839,1,63,1.587301587
364,COG5,10466,1,63,1.587301587
365,COG8,84342,1,63,1.587301587
366,COL11A1,1301,1,63,1.587301587
367,COL12A1,1303,2,63,3.174603175
368,COL22A1,169044,1,63,1.587301587
369,COL4A1,1282,1,63,1.587301587
370,COL4A5,1287,1,63,1.587301587
371,COL4A6,1288,1,63,1.587301587
372,COL5A1,1289,1,63,1.587301587
373,COL6A3,1293,4,63,6.349206349
374,COL7A1,1294,2,63,3.174603175
375,COL9A1,1297,1,63,1.587301587
376,COMP,1311,1,63,1.587301587
377,COQ7,10229,1,63,1.587301587
378,CORO7,79585,1,63,1.587301587
379,CP,1356,1,63,1.587301587
380,CPB1,1360,1,63,1.587301587
381,CPNE7,27132,1,63,1.587301587
382,CPVL,54504,1,63,1.587301587
383,CPXM2,119587,1,63,1.587301587
384,CR2,1380,2,63,3.174603175
385,CREB3L4,148327,1,63,1.587301587
386,CREB5,9586,1,63,1.587301587
387,CREBBP,1387,1,122,0.819672131
388,CRHR2,1395,1,122,0.819672131
389,CRIM1,51232,1,63,1.587301587
390,CRP,1401,1,63,1.587301587
391,CRSP3,9439,1,63,1.587301587
392,CRY1,1407,1,63,1.587301587
393,CRYBG3,131544,1,63,1.587301587
394,CS,1431,1,63,1.587301587
395,CSDE1,7812,1,63,1.587301587
396,CSE1L,1434,1,63,1.587301587
397,CSMD2,114784,1,63,1.587301587
398,CSMD3,114788,2,63,3.174603175
399,CSRNP3,80034,1,63,1.587301587
400,CSRP2BP,57325,1,122,0.819672131
401,CST9L,128821,1,63,1.587301587
402,CSTF2T,23283,1,63,1.587301587
403,CTCF,10664,1,63,1.587301587
404,CTDSPL2,51496,1,63,1.587301587
405,CTNNBL1,56259,1,63,1.587301587
406,CTPS,1503,1,63,1.587301587
407,CTR9,9646,1,63,1.587301587
408,CTSG,1511,1,63,1.587301587
409,CTTNBP2,83992,1,63,1.587301587
410,CUBN,8029,1,63,1.587301587
411,CUL9,23113,1,122,0.819672131
412,CUZD1,50624,1,63,1.587301587
413,CWC27,10283,1,63,1.587301587
414,CX3CL1,6376,1,63,1.587301587
415,CXCR7,57007,1,63,1.587301587
416,CYB5D2,124936,1,63,1.587301587
417,CYP1B1,1545,1,63,1.587301587
418,CYP24A1,1591,1,63,1.587301587
419,CYP2A6,1548,1,63,1.587301587
420,CYP2R1,120227,1,63,1.587301587
421,CYP2U1,113612,1,63,1.587301587
422,CYP4F11,57834,1,63,1.587301587
423,CYTL1,54360,1,63,1.587301587
424,DAB2IP,153090,1,63,1.587301587
425,DAGLB,221955,2,63,3.174603175
426,DAK,26007,1,63,1.587301587
427,DAPK1,1612,1,63,1.587301587
428,DCAF15,90379,1,63,1.587301587
429,DCAF4,26094,1,63,1.587301587
430,DCAF4L1,285429,1,63,1.587301587
431,DCDC2C,728597,1,63,1.587301587
432,DCT,1638,1,63,1.587301587
433,DCTN1,1639,1,63,1.587301587
434,DDIT4L,115265,1,63,1.587301587
435,DDR1,780,1,122,0.819672131
436,DDX11,1663,3,63,4.761904762
437,DDX31,64794,1,63,1.587301587
438,DDX3X,1654,1,63,1.587301587
439,DDX42,11325,2,63,3.174603175
440,DEFB132,400830,1,63,1.587301587
441,DEGS2,123099,1,63,1.587301587
442,DENND2A,27147,1,63,1.587301587
443,DENND2C,163259,1,63,1.587301587
444,DFFA,1676,1,63,1.587301587
445,DGCR14,8220,1,63,1.587301587
446,DGCR2,9993,1,63,1.587301587
447,DGKI,9162,2,63,3.174603175
448,DHDDS,79947,3,63,4.761904762
449,DHX35,60625,1,63,1.587301587
450,DHX37,57647,1,63,1.587301587
451,DIDO1,11083,1,63,1.587301587
452,DIS3L,115752,1,63,1.587301587
453,DISP1,84976,1,63,1.587301587
454,DLG2,1740,1,63,1.587301587
455,DLG5,9231,6,63,9.523809524
456,DLK1,8788,1,122,0.819672131
457,DMGDH,29958,1,63,1.587301587
458,DMXL2,23312,1,63,1.587301587
459,DNAH10,196385,1,63,1.587301587
460,DNAH11,8701,2,63,3.174603175
461,DNAH2,146754,2,63,3.174603175
462,DNAH3,55567,2,63,3.174603175
463,DNAH5,1767,3,63,4.761904762
464,DNAH6,1768,1,63,1.587301587
465,DNAH9,1770,2,63,3.174603175
466,DNAJB7,150353,1,63,1.587301587
467,DNAJC10,54431,1,63,1.587301587
468,DNAJC12,56521,1,122,0.819672131
469,DNAJC13,23317,1,63,1.587301587
470,DNAJC14,85406,1,63,1.587301587
471,DNM1,1759,1,63,1.587301587
472,DOCK11,139818,1,63,1.587301587
473,DOCK3,1795,1,63,1.587301587
474,DOCK7,85440,1,63,1.587301587
475,DOPEY1,23033,1,63,1.587301587
476,DPEP3,64180,4,63,6.349206349
477,DPP10,57628,2,63,3.174603175
478,DPPA2,151871,1,63,1.587301587
479,DPYD,1806,1,63,1.587301587
480,DPYS,1807,1,63,1.587301587
481,DPYSL3,1809,2,63,3.174603175
482,DPYSL5,56896,1,63,1.587301587
483,DSCAML1,57453,1,63,1.587301587
484,DSG3,1830,1,63,1.587301587
485,DST,667,2,63,3.174603175
486,DUS1L,64118,1,63,1.587301587
487,DUS2L,54920,1,63,1.587301587
488,DUS4L,11062,1,63,1.587301587
489,DUSP1,1843,1,122,0.819672131
490,DUSP19,142679,1,63,1.587301587
491,DUSP3,1845,1,63,1.587301587
492,DUSP7,1849,1,122,0.819672131
493,DYNC1H1,1778,1,63,1.587301587
494,DYNC2H1,79659,3,63,4.761904762
495,E2F4,1874,1,63,1.587301587
496,EBF1,1879,1,63,1.587301587
497,ECT2L,345930,1,63,1.587301587
498,EDAR,10913,1,63,1.587301587
499,EDNRA,1909,1,122,0.819672131
500,EEF1B2,1933,1,63,1.587301587
501,EEF1D,1936,1,63,1.587301587
502,EFCAB6,64800,1,63,1.587301587
503,EFHC2,80258,3,63,4.761904762
504,EFNA4,1945,1,63,1.587301587
505,EGFR,1956,12,886,1.354401806
506,EGLN2,112398,1,63,1.587301587
507,EHBP1,23301,1,63,1.587301587
508,EHD3,30845,1,63,1.587301587
509,EIF2AK2,5610,1,122,0.819672131
510,EIF2AK4,440275,1,63,1.587301587
511,EIF2B4,8890,1,63,1.587301587
512,EIF2C4,192670,2,63,3.174603175
513,EIF3M,10480,1,63,1.587301587
514,EIF4G2,1982,1,63,1.587301587
515,ELF3,1999,1,63,1.587301587
516,ELMO1,9844,2,63,3.174603175
517,ELMO2,63916,1,63,1.587301587
518,ELOVL2,54898,1,63,1.587301587
519,ELSPBP1,64100,1,63,1.587301587
520,EMILIN1,11117,1,63,1.587301587
521,EMILIN2,84034,1,63,1.587301587
522,EML1,2009,1,63,1.587301587
523,EML4,27436,1,63,1.587301587
524,ENAM,10117,2,63,3.174603175
525,ENGASE,64772,1,63,1.587301587
526,ENSG00000121031,5591,2,122,1.639344262
527,ENSG00000188985,1719,1,63,1.587301587
528,EPB41L5,57669,2,63,3.174603175
529,EPC1,80314,1,63,1.587301587
530,EPGN,255324,1,63,1.587301587
531,EPHA2,1969,1,122,0.819672131
532,EPHA3,2042,1,122,0.819672131
533,EPHA5,2044,2,122,1.639344262
534,EPHA8,2046,1,122,0.819672131
535,EPHB1,2047,1,122,0.819672131
536,EPS8,2059,1,63,1.587301587
537,ERBB2,2064,6,222,2.702702703
538,ERBB3,2065,2,122,1.639344262
539,ERBB4,2066,1,122,0.819672131
540,ERC1,23085,1,122,0.819672131
541,ERCC3,2071,1,122,0.819672131
542,ERN2,10595,1,63,1.587301587
543,ESCO1,114799,1,63,1.587301587
544,ESPN,83715,1,63,1.587301587
545,ESYT1,23344,1,63,1.587301587
546,ESYT3,83850,1,63,1.587301587
547,ETV3L,440695,1,63,1.587301587
548,EXOC2,55770,2,122,1.639344262
549,EXOSC1,51013,1,63,1.587301587
550,EXOSC2,23404,1,63,1.587301587
551,EXOSC8,11340,1,63,1.587301587
552,EYA1,2138,1,63,1.587301587
553,F13A1,2162,1,63,1.587301587
554,F5,2153,1,63,1.587301587
555,FAF1,11124,2,63,3.174603175
556,FAIM3,9214,1,63,1.587301587
557,FAM107B,83641,5,63,7.936507937
558,FAM117B,150864,1,63,1.587301587
559,FAM118B,79607,1,63,1.587301587
560,FAM120C,54954,1,63,1.587301587
561,FAM123C,205147,1,63,1.587301587
562,FAM129C,199786,1,63,1.587301587
563,FAM135B,51059,2,63,3.174603175
564,FAM13A,10144,1,63,1.587301587
565,FAM13C,220965,1,63,1.587301587
566,FAM151B,167555,1,63,1.587301587
567,FAM188A,80013,1,63,1.587301587
568,FAM40B,57464,1,63,1.587301587
569,FAM45A,404636,1,63,1.587301587
570,FAM47A,158724,1,63,1.587301587
571,FAM47B,170062,1,63,1.587301587
572,FAM49A,81553,1,63,1.587301587
573,FAM53A,152877,1,63,1.587301587
574,FAM65B,9750,1,63,1.587301587
575,FAM71A,149647,1,63,1.587301587
576,FAM73B,84895,1,63,1.587301587
577,FAM83B,222584,1,63,1.587301587
578,FAM92B,339145,1,63,1.587301587
579,FAN1,22909,1,63,1.587301587
580,FANCG,2189,1,122,0.819672131
581,FANCM,57697,2,122,1.639344262
582,FAP,2191,1,63,1.587301587
583,FARSB,10056,1,63,1.587301587
584,FAT4,79633,2,63,3.174603175
585,FBN1,2200,1,63,1.587301587
586,FBXO21,23014,2,63,3.174603175
587,FBXO34,55030,1,63,1.587301587
588,FBXO38,81545,1,63,1.587301587
589,FBXO41,150726,1,122,0.819672131
590,FBXW2,26190,1,63,1.587301587
591,FBXW4,6468,1,63,1.587301587
592,FCAR,2204,1,63,1.587301587
593,FCER2,2208,1,63,1.587301587
594,FCRL4,83417,1,63,1.587301587
595,FCRL6,343413,1,63,1.587301587
596,FDXACB1,91893,1,63,1.587301587
597,FER1L5,90342,1,63,1.587301587
598,FER1L6,654463,1,63,1.587301587
599,FGF13,2258,1,122,0.819672131
600,FGF5,2250,1,122,0.819672131
601,FGF6,2251,1,122,0.819672131
602,FGF9,2254,1,122,0.819672131
603,FGFR1,2260,1,123,0.81300813
604,FGL2,10875,1,63,1.587301587
605,FHOD3,80206,2,63,3.174603175
606,FILIP1,27145,1,63,1.587301587
607,FIP1L1,81608,1,63,1.587301587
608,FIZ1,84922,1,63,1.587301587
609,FLCN,201163,1,122,0.819672131
610,FLG,2312,2,63,3.174603175
611,FLG2,388698,2,63,3.174603175
612,FLNB,2317,2,122,1.639344262
613,FLNC,2318,1,63,1.587301587
614,FLT1,2321,1,122,0.819672131
615,FLT3,2322,1,123,0.81300813
616,FMN2,56776,3,63,4.761904762
617,FNBP1L,54874,1,63,1.587301587
618,FNTB,2342,1,63,1.587301587
619,FOXA1,3169,1,63,1.587301587
620,FOXA2,3170,1,63,1.587301587
621,FOXI1,2299,3,63,4.761904762
622,FOXK2,3607,1,63,1.587301587
623,FOXM1,2305,1,63,1.587301587
624,FOXP1,27086,1,63,1.587301587
625,FOXP2,93986,1,63,1.587301587
626,FPGT,8790,1,63,1.587301587
627,FRAS1,80144,1,63,1.587301587
628,FREM2,341640,1,63,1.587301587
629,FREM3,166752,1,63,1.587301587
630,FRG2C,100288801,1,63,1.587301587
631,FRK,2444,1,63,1.587301587
632,FRMD3,257019,1,63,1.587301587
633,FRMPD2,143162,2,63,3.174603175
634,FSD1,79187,1,63,1.587301587
635,FSIP1,161835,1,63,1.587301587
636,FUNDC2,65991,1,63,1.587301587
637,FXYD2,486,1,63,1.587301587
638,FYCO1,79443,1,63,1.587301587
639,FZD10,11211,1,122,0.819672131
640,FZD7,8324,1,122,0.819672131
641,GAB2,9846,1,122,0.819672131
642,GABPA,2551,1,63,1.587301587
643,GABRA3,2556,1,63,1.587301587
644,GADL1,339896,1,63,1.587301587
645,GALNT11,63917,1,63,1.587301587
646,GALNT12,79695,1,63,1.587301587
647,GALT,2592,1,63,1.587301587
648,GANC,2595,1,63,1.587301587
649,GARS,2617,2,63,3.174603175
650,GATC,283459,1,63,1.587301587
651,GBP3,2635,2,63,3.174603175
652,GBP5,115362,1,63,1.587301587
653,GCC2,9648,1,63,1.587301587
654,GCKR,2646,1,63,1.587301587
655,GDI2,2665,1,63,1.587301587
656,GDPD5,81544,1,63,1.587301587
657,GFOD2,81577,1,63,1.587301587
658,GGA3,23163,1,63,1.587301587
659,GH1,2688,3,122,2.459016393
660,GHRHR,2692,1,122,0.819672131
661,GINS4,84296,1,63,1.587301587
662,GJA10,84694,1,63,1.587301587
663,GJA9,81025,1,63,1.587301587
664,GK,2710,1,63,1.587301587
665,GLP1R,2740,1,122,0.819672131
666,GMDS,2762,1,63,1.587301587
667,GMPPA,29926,1,63,1.587301587
668,GNA13,10672,1,63,1.587301587
669,GNAO1,2775,1,122,0.819672131
670,GNL3,26354,1,63,1.587301587
671,GOLGA4,2803,1,63,1.587301587
672,GOLGB1,2804,1,63,1.587301587
673,GON4L,54856,2,63,3.174603175
674,GOT2,2806,1,63,1.587301587
675,GPATCH1,55094,1,63,1.587301587
676,GPATCH4,54865,1,63,1.587301587
677,GPATCH8,23131,1,63,1.587301587
678,GPBP1,65056,2,63,3.174603175
679,GPC3,2719,1,122,0.819672131
680,GPC4,2239,1,63,1.587301587
681,GPCPD1,56261,1,63,1.587301587
682,GPER,2852,1,63,1.587301587
683,GPI,2821,1,63,1.587301587
684,GPLD1,2822,1,63,1.587301587
685,GPNMB,10457,1,63,1.587301587
686,GPR112,139378,4,63,6.349206349
687,GPR116,221395,2,63,3.174603175
688,GPR133,283383,2,63,3.174603175
689,GPR141,353345,1,63,1.587301587
690,GPR158,57512,2,63,3.174603175
691,GPR32,2854,1,63,1.587301587
692,GPR4,2828,1,63,1.587301587
693,GPR50,9248,1,63,1.587301587
694,GPR52,9293,1,63,1.587301587
695,GPR83,10888,1,63,1.587301587
696,GPRASP1,9737,1,63,1.587301587
697,GPRC6A,222545,1,63,1.587301587
698,GPRIN2,9721,1,63,1.587301587
699,GPX7,2882,1,63,1.587301587
700,GPX8,493869,1,63,1.587301587
701,GRB14,2888,2,63,3.174603175
702,GRIA3,2892,1,63,1.587301587
703,GRIK2,2898,1,63,1.587301587
704,GRIN2A,2903,1,63,1.587301587
705,GRM1,2911,2,122,1.639344262
706,GRM2,2912,1,122,0.819672131
707,GRM5,2915,2,122,1.639344262
708,GRM8,2918,1,122,0.819672131
709,GSG2,83903,1,63,1.587301587
710,GSK3B,2932,1,122,0.819672131
711,GSR,2936,1,63,1.587301587
712,GSTA2,2939,1,63,1.587301587
713,GSTCD,79807,1,63,1.587301587
714,GTF2E1,2960,1,63,1.587301587
715,GTF2IRD1,9569,1,63,1.587301587
716,GTF3C1,2975,1,63,1.587301587
717,GTF3C3,9330,3,63,4.761904762
718,GTF3C4,9329,1,63,1.587301587
719,GUCY1A2,2977,2,122,1.639344262
720,GUCY2C,2984,1,63,1.587301587
721,GUK1,2987,3,63,4.761904762
722,GYS1,2997,1,122,0.819672131
723,HAAO,23498,1,63,1.587301587
724,HABP2,3026,1,63,1.587301587
725,HAO2,51179,1,63,1.587301587
726,HAS2,3037,2,63,3.174603175
727,HAT1,8520,1,63,1.587301587
728,HCN1,348980,1,63,1.587301587
729,HCRT,3060,1,63,1.587301587
730,HDAC1,3065,2,122,1.639344262
731,HDC,3067,1,63,1.587301587
732,HEATR1,55127,1,63,1.587301587
733,HEATR5B,54497,1,63,1.587301587
734,HECTD1,25831,2,122,1.639344262
735,HECW1,23072,3,122,2.459016393
736,HELZ,9931,1,63,1.587301587
737,HERC1,8925,1,122,0.819672131
738,HEXA,3073,2,63,3.174603175
739,HEYL,26508,1,63,1.587301587
740,HIAT1,64645,1,63,1.587301587
741,HIF1A,3091,2,63,3.174603175
742,HIF3A,64344,1,63,1.587301587
743,HIP1,3092,2,122,1.639344262
744,HIST1H1T,3010,2,63,3.174603175
745,HIST1H2BH,8345,1,63,1.587301587
746,HIST1H4D,8360,1,63,1.587301587
747,HIST1H4E,8367,1,63,1.587301587
748,HIST1H4K,8362,1,63,1.587301587
749,HIVEP2,3097,2,63,3.174603175
750,HIVEP3,59269,1,63,1.587301587
751,HJURP,55355,1,63,1.587301587
752,HLA-DRA,3122,1,63,1.587301587
753,HMCN1,83872,1,63,1.587301587
754,HMGB4,127540,1,63,1.587301587
755,HMGCS2,3158,1,63,1.587301587
756,HMGN1,3150,1,122,0.819672131
757,HMGN2,3151,1,63,1.587301587
758,HNF4G,3174,1,63,1.587301587
759,HNRNPH1,3187,1,63,1.587301587
760,HNRNPL,3191,1,63,1.587301587
761,HNRPDL,9987,1,63,1.587301587
762,HOXA2,3199,1,63,1.587301587
763,HOXD13,3239,1,122,0.819672131
764,HPR,3250,1,63,1.587301587
765,HPRT1,3251,1,63,1.587301587
766,HPS4,89781,2,63,3.174603175
767,HRAS,3265,3,297,1.01010101
768,HRH2,3274,1,63,1.587301587
769,HRNR,388697,2,63,3.174603175
770,HS3ST5,222537,1,63,1.587301587
771,HSD17B2,3294,1,63,1.587301587
772,HSP90AB1,3326,1,122,0.819672131
773,HSPA14,51182,1,63,1.587301587
774,HSPG2,3339,2,63,3.174603175
775,HSPH1,10808,1,63,1.587301587
776,HTR1B,3351,1,63,1.587301587
777,HTR3E,285242,1,63,1.587301587
778,HTT,3064,1,63,1.587301587
779,HUWE1,10075,1,63,1.587301587
780,HYDIN,54768,1,63,1.587301587
781,HYLS1,219844,1,63,1.587301587
782,HYOU1,10525,1,63,1.587301587
783,ICA1L,130026,1,63,1.587301587
784,IFI27L2,83982,1,63,1.587301587
785,IFT80,57560,1,122,0.819672131
786,IGF2BP2,10644,2,63,3.174603175
787,IGF2R,3482,1,63,1.587301587
788,IHH,3549,1,122,0.819672131
789,IL16,3603,1,63,1.587301587
790,IL1B,3553,1,122,0.819672131
791,IL1RL1,9173,1,63,1.587301587
792,IL21R,50615,1,122,0.819672131
793,IL36G,56300,1,63,1.587301587
794,IL4R,3566,1,63,1.587301587
795,ILF3,3609,1,63,1.587301587
796,IMMP1L,196294,1,63,1.587301587
797,IMPG1,3617,1,63,1.587301587
798,ING2,3622,1,63,1.587301587
799,INHBA,3624,1,63,1.587301587
800,INHBB,3625,1,63,1.587301587
801,INO80,54617,1,63,1.587301587
802,INSC,387755,1,63,1.587301587
803,INSL6,11172,1,63,1.587301587
804,INSR,3643,1,122,0.819672131
805,INSRR,3645,1,63,1.587301587
806,INTS3,65123,1,63,1.587301587
807,INTS7,25896,1,63,1.587301587
808,INTS8,55656,1,63,1.587301587
809,INTU,27152,1,63,1.587301587
810,IPO13,9670,1,63,1.587301587
811,IPO8,10526,1,63,1.587301587
812,IQCG,84223,1,63,1.587301587
813,IQCH,64799,1,63,1.587301587
814,IRAK2,3656,1,63,1.587301587
815,IRAK3,11213,1,122,0.819672131
816,IRAK4,51135,1,122,0.819672131
817,IRF3,3661,1,63,1.587301587
818,IRX6,79190,1,63,1.587301587
819,ISL2,64843,1,63,1.587301587
820,ISLR2,57611,1,63,1.587301587
821,ISX,91464,1,63,1.587301587
822,ITCH,83737,3,122,2.459016393
823,ITGA10,8515,1,63,1.587301587
824,ITGA2,3673,1,63,1.587301587
825,ITGA2B,3674,1,63,1.587301587
826,ITGA6,3655,1,63,1.587301587
827,ITGA8,8516,1,63,1.587301587
828,ITGAV,3685,1,63,1.587301587
829,ITGB4,3691,1,63,1.587301587
830,ITIH5L,347365,1,63,1.587301587
831,ITK,3702,1,122,0.819672131
832,ITPKC,80271,1,63,1.587301587
833,ITPR1,3708,2,122,1.639344262
834,ITPR3,3710,1,122,0.819672131
835,JAK1,3716,1,122,0.819672131
836,JAK2,3717,3,128,2.34375
837,JAK3,3718,2,122,1.639344262
838,JARID2,3720,1,63,1.587301587
839,JMJD1C,221037,1,63,1.587301587
840,JUN,3725,1,122,0.819672131
841,KALRN,8997,2,63,3.174603175
842,KANK1,23189,1,63,1.587301587
843,KAT6B,23522,1,122,0.819672131
844,KBTBD10,10324,1,63,1.587301587
845,KCNA6,3742,2,63,3.174603175
846,KCNAB3,9196,1,63,1.587301587
847,KCNG2,26251,2,63,3.174603175
848,KCNG4,93107,4,63,6.349206349
