No.,Gene name,Entrez,Mutated samples,Samples tested,Percentage
5248,EPRS,2058,31,726,4.269972452
5249,EPS15,2060,8,726,1.101928375
5250,EPS15L1,58513,15,726,2.066115702
5251,EPS8,2059,7,726,0.964187328
5252,EPS8L1,54869,27,726,3.719008264
5253,EPS8L2,64787,14,726,1.928374656
5254,EPS8L3,79574,15,726,2.066115702
5255,EPSTI1,94240,12,726,1.652892562
5256,EPT1,85465,2,717,0.278940028
5257,EPX,8288,22,726,3.03030303
5258,EPYC,1833,5,726,0.688705234
5259,ERAL1,26284,9,726,1.239669421
5260,ERAP1,51752,13,717,1.813110181
5261,ERAP2,64167,12,717,1.673640167
5262,ERAS,3266,7,726,0.964187328
5263,ERBB2,2064,43,1096,3.923357664
5264,ERBB2IP,55914,23,726,3.168044077
5265,ERBB3,2065,41,718,5.710306407
5266,ERBB4,2066,68,730,9.315068493
5267,ERC1,23085,15,726,2.066115702
5268,ERC2,26059,33,717,4.60251046
5269,ERCC1,2067,8,726,1.101928375
5270,ERCC2,2068,17,717,2.370990237
5271,ERCC3,2071,18,743,2.422611036
5272,ERCC4,2072,16,726,2.203856749
5273,ERCC5,2073,30,726,4.132231405
5274,ERCC6,2074,26,743,3.499327052
5275,ERCC6L,54821,18,726,2.479338843
5276,ERCC6L2,375748,5,717,0.69735007
5277,ERCC8,1161,6,726,0.826446281
5278,EREG,2069,4,743,0.538358008
5279,ERF,2077,24,726,3.305785124
5280,ERG,2078,24,717,3.347280335
5281,ERGIC1,57222,2,726,0.275482094
5282,ERGIC2,51290,2,726,0.275482094
5283,ERGIC3,51614,13,743,1.749663526
5284,ERH,2079,1,726,0.137741047
5285,ERI1,90459,5,717,0.69735007
5286,ERI2,112479,13,717,1.813110181
5287,ERI3,79033,10,726,1.377410468
5288,ERICH1,157697,13,743,1.749663526
5289,ERLEC1,27248,9,726,1.239669421
5290,ERLIN2,11160,8,726,1.101928375
5291,ERMAP,114625,7,726,0.964187328
5292,ERMN,57471,9,726,1.239669421
5293,ERMP1,79956,17,717,2.370990237
5294,ERN1,2081,20,717,2.789400279
5295,ERN2,10595,25,717,3.486750349
5296,ERO1L,30001,8,726,1.101928375
5297,ERO1LB,56605,10,726,1.377410468
5298,ERP27,121506,8,743,1.076716016
5299,ERP29,10961,7,726,0.964187328
5300,ERP44,23071,8,726,1.101928375
5301,ERRFI1,54206,10,726,1.377410468
5302,ERV3-1,2086,3,717,0.418410042
5303,ERVFRD-1,405754,6,726,0.826446281
5304,ERVW-1,30816,7,726,0.964187328
5305,ESAM,90952,14,726,1.928374656
5306,ESCO1,114799,15,726,2.066115702
5307,ESCO2,157570,19,726,2.61707989
5308,ESD,2098,4,726,0.550964187
5309,ESF1,51575,19,726,2.61707989
5310,ESM1,11082,11,726,1.515151515
5311,ESPL1,9700,40,726,5.509641873
5312,ESPN,83715,17,726,2.341597796
5313,ESPNL,339768,27,717,3.765690377
5314,ESR1,2099,36,726,4.958677686
5315,ESR2,2100,17,726,2.341597796
5316,ESRP1,54845,36,717,5.020920502
5317,ESRP2,80004,18,717,2.510460251
5318,ESRRA,2101,9,726,1.239669421
5319,ESRRB,2103,27,717,3.765690377
5320,ESRRG,2104,28,726,3.856749311
5321,ESX1,80712,24,726,3.305785124
5322,ESYT1,23344,18,726,2.479338843
5323,ESYT2,57488,18,726,2.479338843
5324,ESYT3,83850,24,726,3.305785124
5325,ETAA1,54465,13,743,1.749663526
5326,ETF1,2107,4,726,0.550964187
5327,ETFA,2108,13,726,1.790633609
5328,ETFB,2109,5,726,0.688705234
5329,ETFDH,2110,16,743,2.153432032
5330,ETNK1,55500,7,726,0.964187328
5331,ETNK2,55224,12,717,1.673640167
5332,ETS1,2113,12,726,1.652892562
5333,ETS2,2114,9,717,1.255230126
5334,ETV1,2115,22,726,3.03030303
5335,ETV2,2116,3,726,0.41322314
5336,ETV3,2117,8,717,1.115760112
5337,ETV3L,440695,10,717,1.394700139
5338,ETV4,2118,14,717,1.952580195
5339,ETV5,2119,14,717,1.952580195
5340,ETV6,2120,21,727,2.888583219
5341,ETV7,51513,6,726,0.826446281
5342,EVC,2121,30,726,4.132231405
5343,EVC2,132884,64,743,8.613728129
5344,EVI2A,2123,4,743,0.538358008
5345,EVI2B,2124,9,726,1.239669421
5346,EVI5,7813,20,743,2.69179004
5347,EVI5L,115704,15,726,2.066115702
5348,EVL,51466,24,743,3.230148048
5349,EVPL,2125,47,726,6.473829201
5350,EVPLL,645027,3,717,0.418410042
5351,EVX1,2128,4,726,0.550964187
5352,EVX2,344191,20,717,2.789400279
5353,EWSR1,2130,13,726,1.790633609
5354,EXD1,161829,13,726,1.790633609
5355,EXD2,55218,9,717,1.255230126
5356,EXD3,54932,22,717,3.068340307
5357,EXO1,9156,21,726,2.892561983
5358,EXOC1,55763,24,726,3.305785124
5359,EXOC2,55770,22,726,3.03030303
5360,EXOC3,11336,15,726,2.066115702
5361,EXOC3L2,90332,9,726,1.239669421
5362,EXOC3L4,91828,21,717,2.928870293
5363,EXOC4,60412,23,743,3.095558546
5364,EXOC5,10640,7,743,0.942126514
5365,EXOC6,54536,26,726,3.581267218
5366,EXOC6B,23233,21,717,2.928870293
5367,EXOC7,23265,13,726,1.790633609
5368,EXOC8,149371,13,726,1.790633609
5369,EXOG,9941,1,726,0.137741047
5370,EXOSC1,51013,3,726,0.41322314
5371,EXOSC10,5394,23,726,3.168044077
5372,EXOSC2,23404,2,726,0.275482094
5373,EXOSC3,51010,5,743,0.67294751
5374,EXOSC4,54512,4,726,0.550964187
5375,EXOSC5,56915,10,726,1.377410468
5376,EXOSC6,118460,1,726,0.137741047
5377,EXOSC7,23016,4,726,0.550964187
5378,EXOSC8,11340,1,726,0.137741047
5379,EXOSC9,5393,7,726,0.964187328
5380,EXPH5,23086,26,726,3.581267218
5381,EXT1,2131,19,726,2.61707989
5382,EXT2,2132,8,717,1.115760112
5383,EXTL1,2134,15,726,2.066115702
5384,EXTL2,2135,7,726,0.964187328
5385,EXTL3,2137,20,726,2.754820937
5386,EYA1,2138,21,726,2.892561983
5387,EYA2,2139,13,726,1.790633609
5388,EYA3,2140,15,726,2.066115702
5389,EYA4,2070,21,743,2.826379542
5390,EYS,346007,58,717,8.089260809
5391,EZH1,2145,8,726,1.101928375
5392,EZH2,2146,23,743,3.095558546
5393,EZR,7430,9,717,1.255230126
5394,F10,2159,21,726,2.892561983
5395,F11,2160,11,726,1.515151515
5396,F11R,50848,6,726,0.826446281
5397,F12,2161,7,726,0.964187328
5398,F13A1,2162,21,726,2.892561983
5399,F13B,2165,16,726,2.203856749
5400,F2,2147,24,726,3.305785124
5401,F2R,2149,17,726,2.341597796
5402,F2RL1,2150,6,726,0.826446281
5403,F2RL2,2151,11,726,1.515151515
5404,F2RL3,9002,16,726,2.203856749
5405,F3,2152,8,726,1.101928375
5406,F5,2153,35,743,4.710632571
5407,F7,2155,17,726,2.341597796
5408,F8,2157,65,717,9.065550907
5409,F9,2158,24,726,3.305785124
5410,FA2H,79152,7,726,0.964187328
5411,FAAH,2166,8,743,1.076716016
5412,FAAH2,158584,12,726,1.652892562
5413,FABP1,2168,4,726,0.550964187
5414,FABP12,646486,3,717,0.418410042
5415,FABP2,2169,4,726,0.550964187
5416,FABP3,2170,3,726,0.41322314
5417,FABP4,2167,4,743,0.538358008
5418,FABP6,2172,2,717,0.278940028
5419,FABP7,2173,4,726,0.550964187
5420,FABP9,646480,3,717,0.418410042
5421,FADD,8772,5,726,0.688705234
5422,FADS1,3992,6,726,0.826446281
5423,FADS2,9415,15,726,2.066115702
5424,FADS3,3995,14,726,1.928374656
5425,FADS6,283985,8,717,1.115760112
5426,FAF1,11124,12,726,1.652892562
5427,FAF2,23197,9,726,1.239669421
5428,FAH,2184,7,726,0.964187328
5429,FAHD1,81889,7,726,0.964187328
5430,FAHD2A,51011,10,726,1.377410468
5431,FAHD2B,151313,17,726,2.341597796
5432,FAIM,55179,2,717,0.278940028
5433,FAIM2,23017,11,726,1.515151515
5434,FAIM3,9214,6,726,0.826446281
5435,FAM100A,124402,2,717,0.278940028
5436,FAM100B,283991,2,726,0.275482094
5437,FAM101A,144347,5,717,0.69735007
5438,FAM101B,359845,2,717,0.278940028
5439,FAM102A,399665,8,726,1.101928375
5440,FAM102B,284611,11,743,1.480484522
5441,FAM103A1,83640,1,726,0.137741047
5442,FAM104A,84923,5,717,0.69735007
5443,FAM104B,90736,2,726,0.275482094
5444,FAM105A,54491,6,726,0.826446281
5445,FAM105B,90268,9,726,1.239669421
5446,FAM106A,80039,1,717,0.139470014
5447,FAM107A,11170,3,726,0.41322314
5448,FAM107B,83641,11,743,1.480484522
5449,FAM108A1,81926,7,726,0.964187328
5450,FAM108B1,51104,5,726,0.688705234
5451,FAM108C1,58489,7,717,0.976290098
5452,FAM109A,144717,13,717,1.813110181
5453,FAM109B,150368,8,726,1.101928375
5454,FAM110A,83541,9,726,1.239669421
5455,FAM110B,90362,37,743,4.979811575
5456,FAM110C,642273,8,717,1.115760112
5457,FAM111A,63901,14,726,1.928374656
5458,FAM111B,374393,21,726,2.892561983
5459,FAM113A,64773,14,726,1.928374656
5460,FAM113B,91523,15,726,2.066115702
5461,FAM114A1,92689,13,717,1.813110181
5462,FAM114A2,10827,11,726,1.515151515
5463,FAM115A,9747,4,717,0.557880056
5464,FAM115C,285966,5,717,0.69735007
5465,FAM116A,201627,18,726,2.479338843
5466,FAM116B,414918,14,717,1.952580195
5467,FAM117A,81558,12,717,1.673640167
5468,FAM117B,150864,11,726,1.515151515
5469,FAM118A,55007,12,726,1.652892562
5470,FAM118B,79607,7,726,0.964187328
5471,FAM120A,23196,15,726,2.066115702
5472,FAM120AOS,158293,4,726,0.550964187
5473,FAM120B,84498,20,726,2.754820937
5474,FAM120C,54954,22,726,3.03030303
5475,FAM122A,116224,4,726,0.550964187
5476,FAM122B,159090,4,726,0.550964187
5477,FAM122C,159091,3,717,0.418410042
5478,FAM123A,219287,23,743,3.095558546
5479,FAM123B,139285,60,717,8.368200837
5480,FAM123C,205147,29,717,4.044630404
5481,FAM124A,220108,17,726,2.341597796
5482,FAM124B,79843,12,717,1.673640167
5483,FAM125A,93343,13,717,1.813110181
5484,FAM125B,89853,7,726,0.964187328
5485,FAM126A,84668,11,726,1.515151515
5486,FAM126B,285172,9,726,1.239669421
5487,FAM127A,8933,4,726,0.550964187
5488,FAM127B,26071,8,717,1.115760112
5489,FAM127C,441518,4,717,0.557880056
5490,FAM129A,116496,23,726,3.168044077
5491,FAM129B,64855,22,717,3.068340307
5492,FAM129C,199786,13,726,1.790633609
5493,FAM131A,131408,9,717,1.255230126
5494,FAM131B,9715,8,717,1.115760112
5495,FAM131C,348487,11,726,1.515151515
5496,FAM132A,388581,6,717,0.836820084
5497,FAM133A,286499,14,726,1.928374656
5498,FAM133B,257415,5,717,0.69735007
5499,FAM134A,79137,9,726,1.239669421
5500,FAM134B,54463,9,743,1.211305518
5501,FAM134C,162427,12,717,1.673640167
5502,FAM135A,57579,23,717,3.207810321
5503,FAM135B,51059,48,717,6.694560669
5504,FAM136A,84908,2,717,0.278940028
5505,FAM13A,10144,21,717,2.928870293
5506,FAM13C,220965,22,717,3.068340307
5507,FAM149A,25854,10,726,1.377410468
5508,FAM149B1,317662,10,717,1.394700139
5509,FAM151A,338094,19,726,2.61707989
5510,FAM151B,167555,11,717,1.534170153
5511,FAM153A,285596,3,717,0.418410042
5512,FAM153B,202134,5,717,0.69735007
5513,FAM153C,653316,2,717,0.278940028
5514,FAM154A,158297,16,717,2.231520223
5515,FAM154B,283726,11,717,1.534170153
5516,FAM155A,728215,32,717,4.463040446
5517,FAM155B,27112,15,726,2.066115702
5518,FAM157A,728262,1,717,0.139470014
5519,FAM158A,51016,6,726,0.826446281
5520,FAM159A,348378,3,726,0.41322314
5521,FAM160A1,729830,11,717,1.534170153
5522,FAM160A2,84067,18,726,2.479338843
5523,FAM160B1,57700,13,726,1.790633609
5524,FAM160B2,64760,11,717,1.534170153
5525,FAM161A,84140,16,743,2.153432032
5526,FAM161B,145483,15,726,2.066115702
5527,FAM162A,26355,1,717,0.139470014
5528,FAM162B,221303,12,717,1.673640167
5529,FAM163A,148753,7,726,0.964187328
5530,FAM163B,642968,3,717,0.418410042
5531,FAM164A,51101,6,726,0.826446281
5532,FAM164C,79696,8,726,1.101928375
5533,FAM165B,54065,1,726,0.137741047
5534,FAM166A,401565,23,726,3.168044077
5535,FAM166B,730112,1,717,0.139470014
5536,FAM167A,83648,11,726,1.515151515
5537,FAM167B,84734,7,726,0.964187328
5538,FAM168A,23201,7,717,0.976290098
5539,FAM168B,130074,8,726,1.101928375
5540,FAM169A,26049,10,717,1.394700139
5541,FAM169B,283777,4,717,0.557880056
5542,FAM170A,340069,11,726,1.515151515
5543,FAM170B,170370,4,717,0.557880056
5544,FAM171A1,221061,18,717,2.510460251
5545,FAM171A2,284069,12,717,1.673640167
5546,FAM171B,165215,11,743,1.480484522
5547,FAM172A,83989,10,726,1.377410468
5548,FAM173A,65990,3,726,0.41322314
5549,FAM173B,134145,4,726,0.550964187
5550,FAM174A,345757,5,726,0.688705234
5551,FAM174B,400451,3,726,0.41322314
5552,FAM175A,84142,11,717,1.534170153
5553,FAM175B,23172,8,717,1.115760112
5554,FAM176A,84141,13,726,1.790633609
5555,FAM176B,55194,5,726,0.688705234
5556,FAM177A1,283635,5,717,0.69735007
5557,FAM177B,400823,2,726,0.275482094
5558,FAM178B,51252,17,717,2.370990237
5559,FAM179A,165186,33,717,4.60251046
5560,FAM179B,23116,28,726,3.856749311
5561,FAM180A,389558,6,726,0.826446281
5562,FAM181A,90050,16,726,2.203856749
5563,FAM181B,220382,13,743,1.749663526
5564,FAM182A,284800,2,717,0.278940028
5565,FAM182B,728882,2,717,0.278940028
5566,FAM183A,440585,5,717,0.69735007
5567,FAM183B,340286,2,717,0.278940028
5568,FAM184A,79632,21,726,2.892561983
5569,FAM184B,27146,15,717,2.092050209
5570,FAM186A,121006,33,717,4.60251046
5571,FAM186B,84070,18,726,2.479338843
5572,FAM187B,148109,8,726,1.101928375
5573,FAM188A,80013,10,726,1.377410468
5574,FAM188B,84182,18,726,2.479338843
5575,FAM189A1,23359,10,717,1.394700139
5576,FAM189A2,9413,11,726,1.515151515
5577,FAM189B,10712,17,743,2.288021534
5578,FAM18A,347693,34,717,4.741980474
5579,FAM18B1,51030,3,717,0.418410042
5580,FAM18B2,201158,4,717,0.557880056
5581,FAM190A,401145,24,717,3.347280335
5582,FAM190B,54462,11,726,1.515151515
5583,FAM192A,80011,6,726,0.826446281
5584,FAM193A,8603,34,726,4.683195592
5585,FAM193B,54540,14,717,1.952580195
5586,FAM194A,131831,19,726,2.61707989
5587,FAM194B,220081,8,717,1.115760112
5588,FAM195A,84331,1,726,0.137741047
5589,FAM195B,348262,1,717,0.139470014
5590,FAM196A,642938,9,717,1.255230126
5591,FAM196B,100131897,15,717,2.092050209
5592,FAM198A,729085,3,717,0.418410042
5593,FAM198B,51313,8,717,1.115760112
5594,FAM199X,139231,11,726,1.515151515
5595,FAM19A1,407738,10,717,1.394700139
5596,FAM19A2,338811,13,726,1.790633609
5597,FAM19A3,284467,3,726,0.41322314
5598,FAM19A4,151647,5,726,0.688705234
5599,FAM19A5,25817,12,717,1.673640167
5600,FAM200A,221786,6,726,0.826446281
5601,FAM200B,285550,12,717,1.673640167
5602,FAM201A,158228,1,717,0.139470014
5603,FAM204A,63877,6,726,0.826446281
5604,FAM205A,259308,6,717,0.836820084
5605,FAM208A,23272,27,717,3.765690377
5606,FAM20A,54757,13,726,1.790633609
5607,FAM20B,9917,8,726,1.101928375
5608,FAM20C,56975,7,717,0.976290098
5609,FAM211A,388341,7,717,0.976290098
5610,FAM214B,80256,14,717,1.952580195
5611,FAM21A,387680,7,717,0.976290098
5612,FAM21C,253725,18,726,2.479338843
5613,FAM221B,392307,7,717,0.976290098
5614,FAM227A,646851,3,717,0.418410042
5615,FAM22D,439995,3,717,0.418410042
5616,FAM22E,439989,1,717,0.139470014
5617,FAM22F,414179,7,717,0.976290098
5618,FAM22G,414178,2,717,0.278940028
5619,FAM24A,118670,3,726,0.41322314
5620,FAM24B,196792,4,726,0.550964187
5621,FAM25A,643161,1,717,0.139470014
5622,FAM26D,221301,5,717,0.69735007
5623,FAM26E,254228,9,726,1.239669421
5624,FAM26F,441168,3,717,0.418410042
5625,FAM32A,26017,3,726,0.41322314
5626,FAM35A,54537,11,726,1.515151515
5627,FAM38B,63895,26,717,3.626220363
5628,FAM39B,375260,6,717,0.836820084
5629,FAM3A,60343,7,726,0.964187328
5630,FAM3B,54097,7,726,0.964187328
5631,FAM3C,10447,3,726,0.41322314
5632,FAM3D,131177,5,726,0.688705234
5633,FAM40A,85369,14,726,1.928374656
5634,FAM40B,57464,14,726,1.928374656
5635,FAM43A,131583,11,726,1.515151515
5636,FAM43B,163933,9,726,1.239669421
5637,FAM45A,404636,3,726,0.41322314
5638,FAM45B,55855,11,717,1.534170153
5639,FAM46A,55603,12,717,1.673640167
5640,FAM46B,115572,16,726,2.203856749
5641,FAM46C,54855,6,726,0.826446281
5642,FAM46D,169966,13,726,1.790633609
5643,FAM47A,158724,40,726,5.509641873
5644,FAM47B,170062,42,743,5.652759085
5645,FAM47C,442444,48,717,6.694560669
5646,FAM47E,100129583,8,717,1.115760112
5647,FAM48A,55578,17,726,2.341597796
5648,FAM48B1,100130302,7,717,0.976290098
5649,FAM48B2,646212,5,717,0.69735007
5650,FAM49A,81553,8,726,1.101928375
5651,FAM49B,51571,7,726,0.964187328
5652,FAM50A,9130,8,726,1.101928375
5653,FAM50B,26240,13,726,1.790633609
5654,FAM53A,152877,16,726,2.203856749
5655,FAM53B,9679,8,726,1.101928375
5656,FAM53C,51307,6,726,0.826446281
5657,FAM54A,113115,12,726,1.652892562
5658,FAM54B,56181,9,726,1.239669421
5659,FAM55A,120400,10,726,1.377410468
5660,FAM55B,120406,7,717,0.976290098
5661,FAM55C,91775,11,726,1.515151515
5662,FAM55D,54827,8,726,1.101928375
5663,FAM57A,79850,3,726,0.41322314
5664,FAM57B,83723,10,726,1.377410468
5665,FAM58A,92002,8,726,1.101928375
5666,FAM59A,64762,17,726,2.341597796
5667,FAM59B,150946,9,717,1.255230126
5668,FAM5B,57795,23,717,3.207810321
5669,FAM5C,339479,48,726,6.611570248
5670,FAM60A,58516,11,726,1.515151515
5671,FAM63A,55793,6,726,0.826446281
5672,FAM63B,54629,13,726,1.790633609
5673,FAM64A,54478,7,717,0.976290098
5674,FAM65A,79567,21,726,2.892561983
5675,FAM65B,9750,17,717,2.370990237
5676,FAM65C,140876,24,726,3.305785124
5677,FAM69A,388650,7,717,0.976290098
5678,FAM69B,138311,13,726,1.790633609
5679,FAM69C,125704,10,717,1.394700139
5680,FAM70A,55026,10,726,1.377410468
5681,FAM70B,348013,13,717,1.813110181
5682,FAM71A,149647,28,726,3.856749311
5683,FAM71B,153745,22,726,3.03030303
5684,FAM71C,196472,16,726,2.203856749
5685,FAM71D,161142,2,717,0.278940028
5686,FAM71E1,112703,8,726,1.101928375
5687,FAM71E2,284418,13,717,1.813110181
5688,FAM71F1,84691,7,717,0.976290098
5689,FAM71F2,346653,3,717,0.418410042
5690,FAM72A,729533,2,717,0.278940028
5691,FAM72B,653820,3,717,0.418410042
5692,FAM73A,374986,19,726,2.61707989
5693,FAM73B,84895,17,726,2.341597796
5694,FAM75A1,647060,1,717,0.139470014
5695,FAM75B,404770,2,717,0.278940028
5696,FAM75D1,389763,40,717,5.578800558
5697,FAM75D4,389761,40,717,5.578800558
5698,FAM76A,199870,2,717,0.278940028
5699,FAM76B,143684,3,726,0.41322314
5700,FAM78A,286336,9,717,1.255230126
5701,FAM78B,149297,15,726,2.066115702
5702,FAM81A,145773,4,726,0.550964187
5703,FAM81B,153643,15,726,2.066115702
5704,FAM82A1,151393,18,726,2.479338843
5705,FAM82A2,55177,9,726,1.239669421
5706,FAM82B,51115,10,726,1.377410468
5707,FAM83A,84985,9,726,1.239669421
5708,FAM83B,222584,19,726,2.61707989
5709,FAM83C,128876,19,726,2.61707989
5710,FAM83D,81610,18,726,2.479338843
5711,FAM83E,54854,18,726,2.479338843
5712,FAM83F,113828,10,743,1.34589502
5713,FAM83G,644815,18,717,2.510460251
5714,FAM83H,286077,33,726,4.545454545
5715,FAM84A,151354,4,726,0.550964187
5716,FAM84B,157638,7,717,0.976290098
5717,FAM86A,196483,9,726,1.239669421
5718,FAM86B2,653333,2,717,0.278940028
5719,FAM86C1,55199,5,717,0.69735007
5720,FAM89A,375061,2,726,0.275482094
5721,FAM89B,23625,2,726,0.275482094
5722,FAM8A1,51439,17,726,2.341597796
5723,FAM90A1,55138,17,726,2.341597796
5724,FAM90A20,619416,3,717,0.418410042
5725,FAM90A26P,100287045,1,717,0.139470014
5726,FAM91A1,157769,11,726,1.515151515
5727,FAM92A1,137392,5,717,0.69735007
5728,FAM92B,339145,16,726,2.203856749
5729,FAM96A,84191,1,726,0.137741047
5730,FAM96B,51647,2,717,0.278940028
5731,FAM98A,25940,19,726,2.61707989
5732,FAM98B,283742,3,717,0.418410042
5733,FAM98C,147965,8,726,1.101928375
5734,FAM9A,171482,21,726,2.892561983
5735,FAM9B,171483,6,726,0.826446281
5736,FAM9C,171484,1,726,0.137741047
5737,FAN1,22909,27,726,3.719008264
5738,FANCA,2175,32,743,4.306864065
5739,FANCB,2187,5,726,0.688705234
5740,FANCC,2176,10,717,1.394700139
5741,FANCD2,2177,28,726,3.856749311
5742,FANCE,2178,15,726,2.066115702
5743,FANCF,2188,6,726,0.826446281
5744,FANCG,2189,15,743,2.01884253
5745,FANCI,55215,27,726,3.719008264
5746,FANCL,55120,12,726,1.652892562
5747,FANCM,57697,47,743,6.325706595
5748,FANK1,92565,15,726,2.066115702
5749,FAP,2191,14,726,1.928374656
5750,FAR1,84188,8,726,1.101928375
5751,FAR2,55711,14,726,1.928374656
5752,FARP1,10160,33,717,4.60251046
5753,FARP2,9855,24,726,3.305785124
5754,FARS2,10667,7,726,0.964187328
5755,FARSA,2193,12,726,1.652892562
5756,FARSB,10056,8,726,1.101928375
5757,FAS,355,10,726,1.377410468
5758,FASLG,356,8,726,1.101928375
5759,FASN,2194,63,726,8.67768595
5760,FASTK,10922,8,726,1.101928375
5761,FASTKD1,79675,20,726,2.754820937
5762,FASTKD2,22868,13,726,1.790633609
5763,FASTKD3,79072,15,743,2.01884253
5764,FASTKD5,60493,19,726,2.61707989
5765,FAT1,2195,73,717,10.18131102
5766,FAT2,2196,89,726,12.25895317
5767,FAT3,120114,115,717,16.0390516
5768,FAT4,79633,157,717,21.89679219
5769,FATE1,89885,5,726,0.688705234
5770,FAU,2197,4,726,0.550964187
5771,FBF1,85302,25,717,3.486750349
5772,FBL,2091,15,726,2.066115702
5773,FBLIM1,54751,9,726,1.239669421
5774,FBLN1,2192,24,726,3.305785124
5775,FBLN2,2199,26,717,3.626220363
5776,FBLN5,10516,6,726,0.826446281
5777,FBLN7,129804,20,717,2.789400279
5778,FBN1,2200,66,726,9.090909091
5779,FBN2,2201,81,743,10.90174966
5780,FBN3,84467,77,726,10.60606061
5781,FBP1,2203,3,726,0.41322314
5782,FBP2,8789,15,726,2.066115702
5783,FBRS,64319,16,717,2.231520223
5784,FBRSL1,57666,17,717,2.370990237
5785,FBXL12,54850,11,726,1.515151515
5786,FBXL13,222235,13,726,1.790633609
5787,FBXL14,144699,3,726,0.41322314
5788,FBXL15,79176,6,726,0.826446281
5789,FBXL16,146330,7,726,0.964187328
5790,FBXL17,64839,7,717,0.976290098
5791,FBXL18,80028,22,717,3.068340307
5792,FBXL19,54620,20,717,2.789400279
5793,FBXL2,25827,7,743,0.942126514
5794,FBXL20,84961,12,726,1.652892562
5795,FBXL21,26223,1,717,0.139470014
5796,FBXL22,283807,1,726,0.137741047
5797,FBXL3,26224,18,726,2.479338843
5798,FBXL4,26235,7,726,0.964187328
5799,FBXL5,26234,16,726,2.203856749
5800,FBXL6,26233,13,726,1.790633609
5801,FBXL7,23194,53,726,7.300275482
5802,FBXL8,55336,4,726,0.550964187
5803,FBXO10,26267,28,717,3.905160391
5804,FBXO11,80204,14,717,1.952580195
5805,FBXO15,201456,13,717,1.813110181
5806,FBXO16,157574,7,717,0.976290098
5807,FBXO17,115290,11,717,1.534170153
5808,FBXO18,84893,32,726,4.407713499
5809,FBXO2,26232,4,726,0.550964187
5810,FBXO21,23014,24,726,3.305785124
5811,FBXO22,26263,7,726,0.964187328
5812,FBXO24,26261,20,717,2.789400279
5813,FBXO25,26260,6,726,0.826446281
5814,FBXO27,126433,10,726,1.377410468
5815,FBXO28,23219,9,726,1.239669421
5816,FBXO3,26273,9,726,1.239669421
5817,FBXO30,84085,15,743,2.01884253
5818,FBXO31,79791,13,717,1.813110181
5819,FBXO32,114907,8,726,1.101928375
5820,FBXO33,254170,7,726,0.964187328
5821,FBXO34,55030,19,726,2.61707989
5822,FBXO36,130888,3,717,0.418410042
5823,FBXO38,81545,16,726,2.203856749
5824,FBXO39,162517,14,726,1.928374656
5825,FBXO4,26272,6,839,0.715137068
5826,FBXO40,51725,27,743,3.633916555
5827,FBXO41,150726,14,717,1.952580195
5828,FBXO42,54455,16,726,2.203856749
5829,FBXO43,286151,15,717,2.092050209
5830,FBXO44,93611,7,726,0.964187328
5831,FBXO45,200933,7,717,0.976290098
5832,FBXO46,23403,12,717,1.673640167
5833,FBXO47,494188,5,726,0.688705234
5834,FBXO48,554251,6,726,0.826446281
5835,FBXO5,26271,11,726,1.515151515
5836,FBXO6,26270,5,726,0.688705234
5837,FBXO7,25793,11,717,1.534170153
5838,FBXO8,26269,9,743,1.211305518
5839,FBXO9,26268,7,726,0.964187328
5840,FBXW10,10517,19,717,2.649930265
5841,FBXW11,23291,17,717,2.370990237
5842,FBXW12,285231,13,726,1.790633609
5843,FBXW2,26190,13,717,1.813110181
5844,FBXW4,6468,10,726,1.377410468
5845,FBXW5,54461,13,726,1.790633609
5846,FBXW7,55294,109,719,15.15994437
5847,FBXW8,26259,17,726,2.341597796
5848,FBXW9,84261,10,717,1.394700139
5849,FCAMR,83953,18,717,2.510460251
5850,FCAR,2204,19,726,2.61707989
5851,FCER1A,2205,6,726,0.826446281
5852,FCER1G,2207,1,726,0.137741047
5853,FCER2,2208,3,726,0.41322314
5854,FCF1,51077,3,726,0.41322314
5855,FCGR1A,2209,9,726,1.239669421
5856,FCGR1B,2210,1,717,0.139470014
5857,FCGR2A,2212,8,726,1.101928375
5858,FCGR2B,2213,5,717,0.69735007
5859,FCGR3A,2214,5,726,0.688705234
5860,FCGR3B,2215,8,717,1.115760112
5861,FCGRT,2217,15,726,2.066115702
5862,FCHO1,23149,20,726,2.754820937
5863,FCHO2,115548,20,717,2.789400279
5864,FCHSD1,89848,17,726,2.341597796
5865,FCHSD2,9873,19,717,2.649930265
5866,FCN1,2219,14,743,1.884253028
5867,FCN2,2220,16,743,2.153432032
5868,FCN3,8547,5,726,0.688705234
5869,FCRL1,115350,7,717,0.976290098
5870,FCRL2,79368,9,726,1.239669421
5871,FCRL3,115352,27,743,3.633916555
5872,FCRL4,83417,13,726,1.790633609
5873,FCRL5,83416,18,743,2.422611036
5874,FCRL6,343413,13,726,1.790633609
5875,FCRLA,84824,6,726,0.826446281
5876,FCRLB,127943,16,717,2.231520223
5877,FDFT1,2222,6,726,0.826446281
5878,FDPS,2224,12,726,1.652892562
5879,FDX1,2230,2,726,0.275482094
5880,FDX1L,112812,2,717,0.278940028
5881,FDXACB1,91893,17,717,2.370990237
5882,FDXR,2232,13,726,1.790633609
5883,FECH,2235,7,726,0.964187328
5884,FEM1A,55527,9,726,1.239669421
5885,FEM1B,10116,15,726,2.066115702
